industry_category,id,name
ETF,00962,台新AI優息動能
ETF,00963,中信全球高股息
ETF,00964,中信亞太高股息
ETF,00965,元大航太防衛科技
ETF,00971,野村美國研發龍頭
ETF,00972,野村日本動能高息
水泥工業,1101,台泥
水泥工業,1102,亞泥
水泥工業,1103,嘉泥
水泥工業,1104,環泥
其他,1107,建台
水泥工業,1108,幸福
水泥工業,1109,信大
水泥工業,1110,東泥
食品工業,1201,味全
食品工業,1203,味王
食品工業,1210,大成
食品工業,1213,大飲
食品工業,1215,卜蜂
食品工業,1216,統一
食品工業,1217,愛之味
食品工業,1218,泰山
食品工業,1219,福壽
食品工業,1220,台榮
食品工業,1225,福懋油
食品工業,1227,佳格
食品工業,1229,聯華
電器電纜,1230,聯成食
食品工業,1231,聯華食
食品工業,1232,大統益
食品工業,1233,天仁
食品工業,1234,黑松
食品工業,1235,興泰
食品工業,1236,宏亞
農業科技業,1240,茂生農經
食品工業,1256,鮮活果汁-KY
食品工業,1258,其祥-KY
觀光事業,1259,安心
觀光餐旅,1259,安心
食品工業,1260,富味鄉
其他,1262,綠悅-KY
食品工業,1264,德麥
觀光事業,1268,漢來美食
觀光餐旅,1268,漢來美食
觀光餐旅,1269,乾杯
生技醫療業,1271,晨暉生技
食品工業,1293,利統
食品工業,1294,漢田生技
食品工業,1295,生合
塑膠工業,1301,台塑
塑膠工業,1303,南亞
塑膠工業,1304,台聚
塑膠工業,1305,華夏
塑膠工業,1307,三芳
塑膠工業,1308,亞聚
塑膠工業,1309,台達化
塑膠工業,1310,台苯
塑膠工業,1311,福聚
塑膠工業,1312,國喬
塑膠工業,1313,聯成
塑膠工業,1314,中石化
塑膠工業,1315,達新
建材營造,1316,上曜
汽車工業,1319,東陽
塑膠工業,1321,大洋
塑膠工業,1323,永裕
塑膠工業,1324,地球
塑膠工業,1325,恆大
塑膠工業,1326,台化
電子零組件業,1336,台翰
塑膠工業,1337,再生-KY
汽車工業,1338,廣華-KY
汽車工業,1339,昭輝
塑膠工業,1340,勝悅-KY
塑膠工業,1341,富林-KY
其他,1342,八貫
綠能環保,1343,旭東環保
紡織纖維,1402,遠東新
紡織纖維,1409,新纖
紡織纖維,1410,南染
紡織纖維,1413,宏洲
紡織纖維,1414,東和
其他,1416,廣豐
紡織纖維,1417,嘉裕
紡織纖維,1418,東華
紡織纖維,1419,新紡
紡織纖維,1423,利華
貿易百貨,1432,大魯閣
運動休閒,1432,大魯閣
紡織纖維,1434,福懋
其他,1435,中福
建材營造,1436,華友聯
其他,1437,勤益控
建材營造,1438,三地開發
紡織纖維,1439,雋揚
建材營造,1439,雋揚
紡織纖維,1440,南紡
紡織纖維,1441,大東
建材營造,1442,名軒
紡織纖維,1443,立益
其他,1443,立益物流
紡織纖維,1444,力麗
紡織纖維,1445,大宇
紡織纖維,1446,宏和
紡織纖維,1447,力鵬
紡織纖維,1449,佳和
紡織纖維,1451,年興
紡織纖維,1452,宏益
紡織纖維,1453,大將
建材營造,1453,大將
紡織纖維,1454,台富
紡織纖維,1455,集盛
紡織纖維,1456,怡華
建材營造,1456,怡華
紡織纖維,1457,宜進
紡織纖維,1459,聯發
紡織纖維,1460,宏遠
紡織纖維,1463,強盛新
紡織纖維,1464,得力
紡織纖維,1465,偉全
紡織纖維,1466,聚隆
紡織纖維,1467,南緯
紡織纖維,1468,昶和
紡織纖維,1469,理隆
紡織纖維,1470,大統新創
電子零組件業,1471,首利
電子工業,1471,首利
紡織纖維,1472,三洋實業
建材營造,1472,三洋實業
紡織纖維,1473,台南
紡織纖維,1474,弘裕
紡織纖維,1475,業旺
紡織纖維,1476,儒鴻
紡織纖維,1477,聚陽
鋼鐵工業,1480,東盟開發
電機機械,1503,士電
電機機械,1504,東元
電機機械,1506,正道
電機機械,1507,永大
汽車工業,1512,瑞利
電機機械,1513,中興電
電機機械,1514,亞力
電機機械,1515,力山
其他,1516,川飛
電機機械,1517,利奇
電機機械,1519,華城
其他,1520,復盛
汽車工業,1521,大億
汽車工業,1522,堤維西
電機機械,1523,開億
汽車工業,1524,耿鼎
汽車工業,1525,江申
電機機械,1526,日馳
電機機械,1527,鑽全
電機機械,1528,恩德
電機機械,1529,樂事綠能
電機機械,1530,亞崴
電機機械,1531,高林股
電機機械,1532,勤美
汽車工業,1533,車王電
電機機械,1535,中宇
汽車工業,1536,和大
電機機械,1537,廣隆
電機機械,1538,正峰
電機機械,1539,巨庭
電機機械,1540,喬福
電機機械,1541,錩泰
電機機械,1558,伸興
電機機械,1560,中砂
電機機械,1563,巧新
汽車工業,1563,巧新
生技醫療業,1565,精華
汽車工業,1568,倉佑
電腦及週邊設備業,1569,濱川
電機機械,1570,力肯
電機機械,1580,新麥
電子工業,1582,信錦
電子零組件業,1582,信錦
電機機械,1583,程泰
其他,1584,精剛
電子零組件業,1585,鎧鉅
電機機械,1586,和勤
汽車工業,1587,吉茂
電機機械,1589,永冠-KY
電機機械,1590,亞德客-KY
電機機械,1591,駿吉-KY
汽車工業,1592,英瑞-KY
生技醫療業,1593,祺驊
運動休閒類,1593,祺驊
電機機械,1594,日高
電子零組件業,1595,川寶
電機機械,1597,直得
生技醫療業,1598,岱宇
化學生技醫療,1598,岱宇
運動休閒,1598,岱宇
電機機械,1599,宏佳騰
電器電纜,1601,台光
電器電纜,1603,華電
電器電纜,1604,聲寶
電器電纜,1605,華新
電器電纜,1606,歌林
電器電纜,1608,華榮
電器電纜,1609,大亞
電器電纜,1611,中電
電器電纜,1612,宏泰
電器電纜,1613,台一
電器電纜,1614,三洋電
電器電纜,1615,大山
電器電纜,1616,億泰
電器電纜,1617,榮星
電器電纜,1618,合機
電器電纜,1623,大東電
電器電纜,1626,艾美特-KY
化學生技醫療,1701,中化
生技醫療業,1701,中化
食品工業,1702,南僑
化學生技醫療,1704,榮化
化學工業,1704,榮化
化學生技醫療,1707,葡萄王
生技醫療業,1707,葡萄王
化學工業,1708,東鹼
化學生技醫療,1708,東鹼
化學工業,1709,和益
化學生技醫療,1709,和益
化學生技醫療,1710,東聯
化學工業,1710,東聯
化學工業,1711,永光
化學生技醫療,1711,永光
化學工業,1712,興農
化學生技醫療,1712,興農
化學工業,1713,國化
化學生技醫療,1713,國化
化學工業,1714,和桐
化學生技醫療,1714,和桐
塑膠工業,1715,萬洲
化學生技醫療,1716,永信
生技醫療業,1716,永信
化學工業,1717,長興
化學生技醫療,1717,長興
化學工業,1718,中纖
化學生技醫療,1718,中纖
生技醫療業,1720,生達
化學生技醫療,1720,生達
化學工業,1721,三晃
化學生技醫療,1721,三晃
化學工業,1722,台肥
化學生技醫療,1722,台肥
化學工業,1723,中碳
化學生技醫療,1723,中碳
化學生技醫療,1724,台硝
化學工業,1724,台硝
化學工業,1725,元禎
化學生技醫療,1725,元禎
化學工業,1726,永記
化學生技醫療,1726,永記
化學工業,1727,中華化
化學生技醫療,1727,中華化
化學生技醫療,1729,必翔
生技醫療業,1729,必翔
化學生技醫療,1730,花仙子
化學工業,1730,花仙子
化學生技醫療,1731,美吾華
生技醫療業,1731,美吾華
化學工業,1732,毛寶
化學生技醫療,1732,毛寶
化學生技醫療,1733,五鼎
生技醫療業,1733,五鼎
化學生技醫療,1734,杏輝
生技醫療業,1734,杏輝
化學工業,1735,日勝化
化學生技醫療,1735,日勝化
化學生技醫療,1736,喬山
生技醫療業,1736,喬山
運動休閒,1736,喬山
食品工業,1737,臺鹽
化學工業,1742,台蠟
化學生技醫療,1752,南光
生技醫療業,1752,南光
化學生技醫療,1760,寶齡富錦
生技醫療業,1760,寶齡富錦
化學生技醫療,1762,中化生
生技醫療業,1762,中化生
化學工業,1773,勝一
化學生技醫療,1773,勝一
化學工業,1776,展宇
化學生技醫療,1776,展宇
生技醫療業,1777,生泰
生技醫療業,1780,立弘
生技醫療業,1781,合世
生技醫療業,1783,和康生
化學生技醫療,1783,和康生
生技醫療業,1784,訊聯
其他電子類,1785,光洋科
化學生技醫療,1786,科妍
生技醫療業,1786,科妍
生技醫療業,1788,杏昌
化學生技醫療,1789,神隆
生技醫療業,1789,神隆
化學生技醫療,1795,美時
生技醫療業,1795,美時
食品工業,1796,金穎生技
生技醫療業,1799,易威
玻璃陶瓷,1802,台玻
建材營造,1805,寶徠
玻璃陶瓷,1806,冠軍
建材營造,1808,潤隆
玻璃陶瓷,1809,中釉
玻璃陶瓷,1810,和成
生技醫療業,1813,寶利徠
電子零組件業,1815,富喬
玻璃陶瓷,1817,凱撒衛
造紙工業,1902,台紙
造紙工業,1903,士紙
造紙工業,1904,正隆
造紙工業,1905,華紙
造紙工業,1906,寶隆
造紙工業,1907,永豐餘
造紙工業,1909,榮成
鋼鐵工業,2002,中鋼
鋼鐵工業,2006,東和鋼鐵
鋼鐵工業,2007,燁興
鋼鐵工業,2008,高興昌
鋼鐵工業,2009,第一銅
鋼鐵工業,2010,春源
鋼鐵工業,2012,春雨
鋼鐵工業,2013,中鋼構
鋼鐵工業,2014,中鴻
鋼鐵工業,2015,豐興
鋼鐵工業,2017,官田鋼
鋼鐵工業,2020,美亞
鋼鐵工業,2022,聚亨
鋼鐵工業,2023,燁輝
鋼鐵工業,2024,志聯
鋼鐵工業,2025,千興
鋼鐵工業,2027,大成鋼
鋼鐵工業,2028,威致
鋼鐵工業,2029,盛餘
鋼鐵工業,2030,彰源
鋼鐵工業,2031,新光鋼
鋼鐵工業,2032,新鋼
鋼鐵工業,2033,佳大
鋼鐵工業,2034,允強
鋼鐵工業,2035,唐榮
鋼鐵工業,2038,海光
電機機械,2049,上銀
電子零組件業,2059,川湖
電子工業,2059,川湖
電器電纜,2061,風青
其他,2062,橋椿
居家生活,2062,橋椿
鋼鐵工業,2063,世鎧
鋼鐵工業,2064,晉椿
鋼鐵工業,2065,世豐
電機機械,2066,世德
電機機械,2067,嘉鋼
鋼鐵工業,2069,運錩
電機機械,2070,精湛
鋼鐵工業,2071,震南鐵
鋼鐵工業,2072,世紀風電
鋼鐵工業,2073,雄順
橡膠工業,2101,南港
橡膠工業,2102,泰豐
橡膠工業,2103,台橡
橡膠工業,2104,國際中橡
橡膠工業,2105,正新
橡膠工業,2106,建大
橡膠工業,2107,厚生
橡膠工業,2108,南帝
橡膠工業,2109,華豐
橡膠工業,2114,鑫永銓
汽車工業,2115,六暉-KY
汽車工業,2201,裕隆
汽車工業,2204,中華
汽車工業,2206,三陽工業
汽車工業,2207,和泰車
航運業,2208,台船
鋼鐵工業,2211,長榮鋼
其他,2221,大甲
汽車工業,2227,裕日車
汽車工業,2228,劍麟
電機機械,2230,泰茂
汽車工業,2231,為升
汽車工業,2233,宇隆
電機機械,2235,謚源
汽車工業,2236,百達-KY
電機機械,2237,華德動能
汽車工業,2239,英利-KY
電機機械,2241,艾姆勒
汽車工業,2241,艾姆勒
汽車工業,2243,宏旭-KY
電機機械,2245,詠勝昌*
汽車工業,2247,汎德永業
電機機械,2248,華勝-KY
汽車工業,2248,華勝-KY
電機機械,2249,湧盛
汽車工業,2250,IKKA-KY
其他電子業,2252,為昇科
創新版股票,2254,巨鎧精密-創
創新板股票,2254,巨鎧精密-創
汽車工業,2254,巨鎧精密-創
其他電子業,2255,凱銳光電
其他電子業,2256,歐特明
創新版股票,2258,鴻華先進-創
汽車工業,2258,鴻華先進-創
創新板股票,2258,鴻華先進-創
電腦及週邊設備業,2301,光寶科
電子工業,2301,光寶科
電子工業,2302,麗正
半導體業,2302,麗正
半導體業,2303,聯電
電子工業,2303,聯電
電子工業,2305,全友
電腦及週邊設備業,2305,全友
電子工業,2308,台達電
電子零組件業,2308,台達電
電子工業,2311,日月光
半導體業,2311,日月光
其他電子業,2312,金寶
電子工業,2312,金寶
電子工業,2313,華通
電子零組件業,2313,華通
通信網路業,2314,台揚
電子工業,2314,台揚
電腦及週邊設備業,2315,神達
電子工業,2315,神達
電子工業,2316,楠梓電
電子零組件業,2316,楠梓電
其他電子業,2317,鴻海
電子工業,2317,鴻海
通信網路業,2321,東訊
電子工業,2321,東訊
光電業,2323,中環
電子工業,2323,中環
電子工業,2324,仁寶
電腦及週邊設備業,2324,仁寶
電子工業,2325,矽品
半導體業,2325,矽品
電子工業,2327,國巨*
電子零組件業,2327,國巨*
電子工業,2328,廣宇
電子零組件業,2328,廣宇
半導體業,2329,華泰
電子工業,2329,華泰
半導體業,2330,台積電
電子工業,2330,台積電
電子工業,2331,精英
電腦及週邊設備業,2331,精英
通信網路業,2332,友訊
電子工業,2332,友訊
電子工業,2336,致伸
電腦及週邊設備業,2336,致伸
半導體業,2337,旺宏
電子工業,2337,旺宏
半導體業,2338,光罩
電子工業,2338,光罩
光電業,2340,台亞
半導體業,2340,台亞
電子工業,2340,台亞
電子工業,2341,英群
電腦及週邊設備業,2341,英群
半導體業,2342,茂矽
電子工業,2342,茂矽
半導體業,2344,華邦電
電子工業,2344,華邦電
通信網路業,2345,智邦
電子工業,2345,智邦
電子工業,2347,聯強
電子通路業,2347,聯強
其他,2348,海悅
電子工業,2349,錸德
光電業,2349,錸德
電子工業,2350,環電
其他電子業,2350,環電
電子工業,2351,順德
半導體業,2351,順德
電腦及週邊設備業,2352,佳世達
電子工業,2352,佳世達
電子工業,2353,宏碁
電腦及週邊設備業,2353,宏碁
其他電子業,2354,鴻準
電子工業,2354,鴻準
電子工業,2355,敬鵬
電子零組件業,2355,敬鵬
電子工業,2356,英業達
電腦及週邊設備業,2356,英業達
電子工業,2357,華碩
電腦及週邊設備業,2357,華碩
其他,2358,廷鑫
其他電子業,2359,所羅門
電子工業,2359,所羅門
其他電子業,2360,致茂
電子工業,2360,致茂
電子工業,2361,鴻友
電腦及週邊設備業,2361,鴻友
電子工業,2362,藍天
電腦及週邊設備業,2362,藍天
半導體業,2363,矽統
電子工業,2363,矽統
電子工業,2364,倫飛
電腦及週邊設備業,2364,倫飛
電子工業,2365,昆盈
電腦及週邊設備業,2365,昆盈
電子零組件業,2367,燿華
電子工業,2367,燿華
電子零組件業,2368,金像電
電子工業,2368,金像電
電子工業,2369,菱生
半導體業,2369,菱生
電機機械,2371,大同
其他電子業,2373,震旦行
電子工業,2373,震旦行
光電業,2374,佳能
電子工業,2374,佳能
電子工業,2375,凱美
電子零組件業,2375,凱美
電子工業,2376,技嘉
電腦及週邊設備業,2376,技嘉
電子工業,2377,微星
電腦及週邊設備業,2377,微星
電子工業,2379,瑞昱
半導體業,2379,瑞昱
電子工業,2380,虹光
電腦及週邊設備業,2380,虹光
電腦及週邊設備業,2381,華宇
電子工業,2381,華宇
電子工業,2382,廣達
電腦及週邊設備業,2382,廣達
電子工業,2383,台光電
電子零組件業,2383,台光電
電子工業,2384,勝華
光電業,2384,勝華
電子工業,2385,群光
電子零組件業,2385,群光
電子工業,2387,精元
電腦及週邊設備業,2387,精元
電子工業,2388,威盛
半導體業,2388,威盛
電子工業,2390,云辰
其他電子業,2390,云辰
電子工業,2391,合勤
通信網路業,2391,合勤
電子工業,2392,正崴
電子零組件業,2392,正崴
光電業,2393,億光
電子工業,2393,億光
電子工業,2395,研華
電腦及週邊設備業,2395,研華
光電業,2396,精碟
電子工業,2396,精碟
電子工業,2397,友通
電腦及週邊設備業,2397,友通
電子工業,2399,映泰
電腦及週邊設備業,2399,映泰
半導體業,2401,凌陽
電子工業,2401,凌陽
電子工業,2402,毅嘉
電子零組件業,2402,毅嘉
電子通路業,2403,友尚
電子工業,2403,友尚
其他電子業,2404,漢唐
電子工業,2404,漢唐
電子工業,2405,輔信
電腦及週邊設備業,2405,輔信
光電業,2406,國碩
電子工業,2406,國碩
半導體業,2408,南亞科
電子工業,2408,南亞科
光電業,2409,友達
電子工業,2409,友達
其他電子業,2411,飛瑞
電子工業,2411,飛瑞
通信網路業,2412,中華電
電子工業,2412,中華電
電子工業,2413,環科
電子零組件業,2413,環科
電子工業,2414,精技
電子通路業,2414,精技
電子工業,2415,錩新
電子零組件業,2415,錩新
電子工業,2417,圓剛
電腦及週邊設備業,2417,圓剛
電子工業,2418,雅新
通信網路業,2419,仲琦
電子工業,2419,仲琦
電子工業,2420,新巨
電子零組件業,2420,新巨
電子工業,2421,建準
電子零組件業,2421,建準
其他電子業,2423,固緯
電子工業,2423,固緯
電腦及週邊設備業,2424,隴華
通信網路業,2424,隴華
電子工業,2424,隴華
電子工業,2425,承啟
電腦及週邊設備業,2425,承啟
光電業,2426,鼎元
電子工業,2426,鼎元
資訊服務業,2427,三商電
電子工業,2427,三商電
電子零組件業,2428,興勤
電子工業,2428,興勤
電子零組件業,2429,銘旺科
電子工業,2429,銘旺科
光電業,2429,銘旺科
電子通路業,2430,燦坤
電子工業,2430,燦坤
電子工業,2431,聯昌
電子零組件業,2431,聯昌
通信網路業,2432,倚天
創新版股票,2432,倚天酷碁-創
創新板股票,2432,倚天酷碁-創
電子工業,2432,倚天酷碁-創
電腦及週邊設備業,2432,倚天酷碁-創
其他電子業,2433,互盛電
電子工業,2433,互盛電
半導體業,2434,統懋
電子工業,2434,統懋
電子工業,2436,偉詮電
半導體業,2436,偉詮電
電子零組件業,2437,旺詮
電子工業,2437,旺詮
電子工業,2438,翔耀
光電業,2438,翔耀
通信網路業,2439,美律
電子工業,2439,美律
電子工業,2440,太空梭
電子零組件業,2440,太空梭
半導體業,2441,超豐
電子工業,2441,超豐
電腦及週邊設備業,2442,新美齊
電子工業,2442,新美齊
建材營造,2442,新美齊
其他,2443,昶虹
通信網路業,2444,兆勁
電子工業,2444,兆勁
電子工業,2446,全懋
半導體業,2446,全懋
資訊服務業,2447,鼎新
電子工業,2447,鼎新
光電業,2448,晶電
電子工業,2448,晶電
半導體業,2449,京元電子
電子工業,2449,京元電子
通信網路業,2450,神腦
電子工業,2450,神腦
半導體業,2451,創見
電子工業,2451,創見
電子工業,2452,乾坤
電子零組件業,2452,乾坤
資訊服務業,2453,凌群
電子工業,2453,凌群
半導體業,2454,聯發科
電子工業,2454,聯發科
通信網路業,2455,全新
電子工業,2455,全新
電子工業,2456,奇力新
電子零組件業,2456,奇力新
電子工業,2457,飛宏
電子零組件業,2457,飛宏
半導體業,2458,義隆
電子工業,2458,義隆
電子通路業,2459,敦吉
其他電子業,2459,敦吉
電子工業,2459,敦吉
電子工業,2460,建通
電子零組件業,2460,建通
其他電子業,2461,光群雷
電子工業,2461,光群雷
電子工業,2462,良得電
電子零組件業,2462,良得電
電子工業,2463,研揚
電腦及週邊設備業,2463,研揚
其他電子業,2464,盟立
電子工業,2464,盟立
電子工業,2465,麗臺
電腦及週邊設備業,2465,麗臺
電子工業,2466,冠西電
光電業,2466,冠西電
電子零組件業,2467,志聖
電子工業,2467,志聖
電子工業,2468,華經
資訊服務業,2468,華經
電子工業,2469,力信
電子零組件業,2469,力信
資訊服務業,2471,資通
電子工業,2471,資通
電子工業,2472,立隆電
電子零組件業,2472,立隆電
半導體業,2473,思源
電子工業,2473,思源
其他電子業,2474,可成
電子工業,2474,可成
光電業,2475,華映
電子工業,2475,華映
電子工業,2476,鉅祥
電子零組件業,2476,鉅祥
其他電子業,2477,美隆電
電子工業,2477,美隆電
電子工業,2478,大毅
電子零組件業,2478,大毅
電子工業,2479,和立
資訊服務業,2480,敦陽科
電子工業,2480,敦陽科
半導體業,2481,強茂
電子工業,2481,強茂
其他電子業,2482,連宇
電子工業,2482,連宇
電子工業,2483,百容
電子零組件業,2483,百容
電子工業,2484,希華
電子零組件業,2484,希華
通信網路業,2485,兆赫
電子工業,2485,兆赫
光電業,2486,一詮
電子工業,2486,一詮
其他電子業,2488,漢平
電子工業,2488,漢平
光電業,2489,瑞軒
電子工業,2489,瑞軒
光電業,2491,吉祥全
電子工業,2491,吉祥全
電子工業,2492,華新科
電子零組件業,2492,華新科
電子工業,2493,揚博
電子零組件業,2493,揚博
電子工業,2494,廣業科
通信網路業,2494,廣業科
其他電子業,2495,普安
電子工業,2495,普安
電腦及週邊設備業,2495,普安
其他,2496,卓越
汽車工業,2497,怡利電
通信網路業,2498,宏達電
電子工業,2498,宏達電
光電業,2499,東貝
電子工業,2499,東貝
建材營造,2501,國建
建材營造,2504,國產
建材營造,2505,國揚
建材營造,2506,太設
建材營造,2509,全坤建
建材營造,2511,太子
其他,2514,龍邦
建材營造,2515,中工
建材營造,2516,新建
建材營造,2520,冠德
建材營造,2524,京城
建材營造,2526,大陸
建材營造,2527,宏璟
建材營造,2528,皇普
建材營造,2530,華建
建材營造,2534,宏盛
建材營造,2535,達欣工
建材營造,2536,宏普
建材營造,2537,聯上發
建材營造,2538,基泰
建材營造,2539,櫻花建
建材營造,2540,愛山林
建材營造,2542,興富發
建材營造,2543,皇昌
建材營造,2545,皇翔
建材營造,2546,根基
建材營造,2547,日勝生
建材營造,2548,華固
建材營造,2596,綠意
建材營造,2597,潤弘
貿易百貨,2601,益航
航運業,2603,長榮
航運業,2605,新興
航運業,2606,裕民
航運業,2607,榮運
航運業,2608,嘉里大榮
航運業,2609,陽明
航運業,2610,華航
航運業,2611,志信
航運業,2612,中航
航運業,2613,中櫃
貿易百貨,2614,東森
其他,2614,東森
航運業,2615,萬海
油電燃氣業,2616,山隆
航運業,2617,台航
航運業,2618,長榮航
航運業,2630,亞航
航運業,2633,台灣高鐵
航運業,2634,漢翔
航運業,2636,台驊控股
航運業,2637,慧洋-KY
其他,2640,大車隊
數位雲端類,2640,大車隊
航運業,2641,正德
航運業,2642,宅配通
航運業,2643,捷迅
航運業,2644,中信造船
航運業,2645,長榮航太
航運業,2646,星宇航空
觀光事業,2701,萬企
觀光餐旅,2701,萬企
觀光事業,2702,華園
觀光餐旅,2702,華園
觀光事業,2704,國賓
觀光餐旅,2704,國賓
觀光事業,2705,六福
觀光餐旅,2705,六福
觀光事業,2706,第一店
觀光餐旅,2706,第一店
觀光事業,2707,晶華
觀光餐旅,2707,晶華
觀光事業,2712,遠雄來
觀光餐旅,2712,遠雄來
觀光事業,2718,晶悅
觀光餐旅,2718,晶悅
建材營造,2718,全心投控
觀光事業,2719,燦星旅
觀光餐旅,2719,燦星旅
觀光事業,2722,夏都
觀光餐旅,2722,夏都
觀光事業,2723,美食-KY
觀光餐旅,2723,美食-KY
觀光事業,2724,富驛-KY
觀光餐旅,2724,藝舍-KY
其他,2724,藝舍-KY
觀光事業,2726,雅茗-KY
觀光餐旅,2726,雅茗-KY
觀光事業,2727,王品
觀光餐旅,2727,王品
觀光事業,2729,瓦城
觀光餐旅,2729,瓦城
觀光事業,2731,雄獅
觀光餐旅,2731,雄獅
觀光事業,2732,六角
觀光餐旅,2732,六角
觀光餐旅,2733,維格餅家
觀光事業,2734,易飛網
觀光餐旅,2734,易飛網
觀光事業,2736,富野
觀光餐旅,2736,富野
觀光事業,2739,寒舍
觀光餐旅,2739,寒舍
觀光事業,2740,天蔥
觀光餐旅,2740,天蔥
觀光餐旅,2741,老四川
觀光事業,2743,山富
觀光餐旅,2743,山富
觀光事業,2745,五福
觀光餐旅,2745,五福
觀光事業,2748,雲品
觀光餐旅,2748,雲品
觀光餐旅,2750,桃禧
觀光餐旅,2751,王座
觀光事業,2752,豆府
觀光餐旅,2752,豆府
觀光事業,2753,八方雲集
觀光餐旅,2753,八方雲集
觀光事業,2754,亞洲藏壽司
觀光餐旅,2754,亞洲藏壽司
